image_height,image_width,total_pixels,hsv_h_mean,hsv_h_std,hsv_h_min,hsv_h_max,hsv_s_mean,hsv_s_std,hsv_s_min,hsv_s_max,hsv_v_mean,hsv_v_std,hsv_v_min,hsv_v_max,rgb_r_mean,rgb_r_std,rgb_r_min,rgb_r_max,rgb_g_mean,rgb_g_std,rgb_g_min,rgb_g_max,rgb_b_mean,rgb_b_std,rgb_b_min,rgb_b_max,dry_clover_pixel_count,dry_clover_percentage,dry_dead_pixel_count,live_plant_pixel_count,total_plant_pixel_count,dry_dead_percentage,green_pixel_count,green_percentage,biomass_pixel_count,biomass_percentage,G_R_ratio,G_B_ratio,R_B_ratio,exg,ndi,cive,gray_mean,gray_std,gray_skew,gray_kurtosis,edge_density,entropy,plant_coverage_ratio,green_coverage_ratio,dry_coverage_ratio,health_index,dryness_index,color_variance,green_coverage,dry_coverage,clover_coverage,vegetation_health_index,vegetation_stress_index,color_range,texture_complexity,vegetation_vigor,vegetation_vigor_norm,biomass_density_index,hue_variation,combined_vegetation_index,Dry_Clover_g,Dry_Dead_g,Dry_Green_g,GDM_g,Dry_Total_g
1000,2000,2000000,39.517308,21.086194000652085,0,179,104.294698,62.335465804698984,0,255,122.3923715,67.38645475988471,0,255,109.227914,68.43276721139225,0,255,118.829262,67.34903004895733,0,255,84.210317,66.48915424157168,0,255,187315,9.36575,892649,1196911,1631937,54.6987414342588,1218066,60.9033,1120277,56.01385,1.0879019615005172,1.411100992042221,1.2970847012758726,44.220293,0.04210061776696709,3.0074006369999964,112.0090675,66.8501879599485,0.44477076823700035,-0.926243157324453,28.167550000000002,3.3756795658739636,0.8159685,0.609033,0.4463245,0.746392783544953,0.546987414342588,319.42289933075625,0.609033,0.4463245,0.0936575,0.7463927835449073,0.5469874143425545,34.618945,95.08462295573317,22.131196808883484,0.3996439658042638,22.38559715396516,0.5335938861850786,15.756598084922322,0.0,31.9984,16.2751,16.275,48.2735
1000,2000,2000000,40.527724,43.90743410152572,0,179,70.2629455,50.46649600640042,0,255,118.6408445,77.09232350128528,0,255,110.151815,73.55855093193297,0,255,110.1014,76.56113883714114,0,255,93.666154,69.35363264349088,0,255,231267,11.56335,763131,404467,1125202,67.8216889056365,567142,28.357100000000003,364513,18.225649999999998,0.9995423125805578,1.1754662189124727,1.1760044602920234,16.38483099999999,-0.00022889563712889013,14.133634304999994,108.238107,74.19528634661741,0.3184783515897463,-1.3905069089506048,22.8844,3.302955026904309,0.562601,0.283571,0.3815655,0.5040357198085321,0.678216889056365,90.31614522661025,0.283571,0.3815655,0.1156335,0.5040357198084874,0.6782168890563048,16.485660999999993,75.58614401768897,8.192301052181431,0.2352770478218495,4.288077126634291,1.0833925436618763,10.17274546978762,0.0,0.0,7.6,7.6,7.6
1000,2000,2000000,39.894041,44.208492427251116,0,179,51.719132,51.72308682944761,0,255,112.508383,59.554678974244396,0,255,106.7968355,59.69044564824375,0,255,108.4970325,59.48261999268312,0,255,95.4514725,58.28276887796036,0,255,74861,3.7430499999999998,919355,415070,1255830,73.20696272584665,464257,23.21285,370951,18.547549999999998,1.0159199183238723,1.1366721701054199,1.1188600090806773,14.745757000000012,0.007897099044224951,14.642578010499989,106.4980445,58.90072939426146,0.1853866271889569,-0.9242009385094048,30.740499999999997,3.3147203781844925,0.627915,0.2321285,0.4596775,0.36968140592277615,0.7320696272584665,50.2990945256964,0.2321285,0.4596775,0.0374305,0.3696814059227468,0.7320696272584083,13.045560000000009,101.89616178558039,7.376827049522118,0.2256610100200425,4.185458866397239,1.1081477636330783,9.798744036514742,6.05,0.0,0.0,6.05,6.05
1000,2000,2000000,39.0568485,14.928878549577918,0,179,138.6250915,70.4643672725203,0,255,127.3471505,67.24616223272781,1,255,109.7027645,69.42352263143626,0,255,125.239273,66.93255916541268,0,255,72.5353295,69.03053995751756,0,255,67646,3.3823,979260,1537989,1811709,54.051726850172955,1482471,74.12355000000001,1499386,74.9693,1.1416236724448054,1.7265968692861637,1.5124045772585832,68.24045199999999,0.06612911277483531,-6.476579401000002,114.5823315,67.05998574801598,0.5737485606109556,-0.8613835223501733,27.200499999999998,3.324213487330127,0.9058545,0.7412355,0.48963,0.8182721397310495,0.5405172685017295,733.4178302168314,0.7412355,0.48963,0.033823,0.8182721397310044,0.5405172685016998,52.703943499999994,90.4202689621231,34.15329055638741,0.541408028859457,40.5889809379733,0.38223459097972173,20.61000057059161,0.0,30.9703,24.2376,24.2376,55.2079
1000,2000,2000000,30.029629,8.026798435388732,0,179,145.1719405,56.85712158529007,0,255,116.0389305,48.62248599070363,2,255,109.267747,48.94719198834587,0,255,110.748948,48.512220304715974,0,255,58.71228,45.269893695497,0,255,381943,19.09715,1661615,1378605,1853909,89.6276462329057,938362,46.9181,1327124,66.3562,1.0135557009210086,1.8862995579693045,1.8610714285647374,53.517869,0.0067322209313560345,-0.23864260099999868,104.371079,47.51439742199999,0.27160950772456904,-0.3207034879773185,30.211,3.1685877691682185,0.9269545,0.469181,0.8308075,0.506153214639985,0.8962764623290571,877.6440027554522,0.469181,0.8308075,0.1909715,0.5061532146399578,0.8962764623290088,52.036668,95.72620509434104,26.762300610465676,0.45425376216182034,30.142553492762183,0.26729595655874194,17.761986206643783,0.4343,23.2239,10.5261,10.9605,34.1844
1000,2000,2000000,45.414526,4.350343112367574,0,90,163.689813,66.05885477379267,0,255,149.585707,62.54442623695699,5,255,109.0868135,63.88322249946554,0,255,149.564071,62.54563996720279,2,255,68.3310825,60.324376307411534,0,255,8036,0.4018,172968,1949809,1955088,8.847069799415678,1969265,98.46325,1943626,97.18130000000001,1.3710554563306083,2.1888145966532666,1.596444975686658,121.71024600000003,0.1564937910906337,-28.094260065000007,128.1860465,62.21089075234205,0.02046452248848249,-1.264190294108484,24.987000000000002,3.3288817934862336,0.977544,0.9846325,0.086484,1.0072513360012438,0.08847069799415679,1649.706067451134,0.9846325,0.086484,0.004018,1.0072513360011925,0.08847069799415226,81.23298850000002,83.17876937384052,60.93336989554533,0.8571976854529845,83.30358542931212,0.09579188612005739,31.257493242030222,23.0755,2.6135,32.191,55.2665,57.88
1000,2000,2000000,44.3323265,4.657569816696016,0,177,157.761969,53.822549198668014,2,255,146.9378725,52.274680608050986,8,255,108.628188,52.13639426385999,0,255,146.864237,52.27215124143859,2,255,65.8771875,46.75279959093191,0,253,41500,2.075,264308,1952951,1962664,13.466798188584495,1950819,97.54095000000001,1949241,97.46205,1.351990119404376,2.2293640993259403,1.648949992516074,119.2230985,0.149656292099597,-27.051698111500002,126.185758,51.111883128734696,-0.2064470669459981,-0.843119108970086,30.409799999999997,3.216793286915574,0.981332,0.9754095,0.132154,0.9939648355500483,0.13466798188584495,1641.4242789328086,0.9754095,0.132154,0.02075,0.9939648355499977,0.1346679818858381,80.9870495,97.82204049644521,59.6863773960498,0.8424931982778997,82.11111421522058,0.1050603515290356,30.773685560199866,1.5083,3.0167,13.575,15.0833,18.1
1000,2000,2000000,48.307809,6.996891782750323,0,178,161.6517465,61.4148550271002,0,255,117.1884525,62.327845407612536,1,255,80.9851845,58.523533821881955,0,255,117.029017,62.27075340008108,0,255,54.9851825,49.71839519676489,0,255,38760,1.9380000000000002,110455,1723965,1743878,6.333871979576553,1787653,89.38265,1698394,84.91969999999999,1.4450669906851086,2.128373708447046,1.472854697767249,98.08766699999998,0.18202650218397262,-19.23932116000001,99.164244,59.148203885734894,0.15018767180320142,-1.341205437957569,15.0503,3.1659330154526866,0.871939,0.8938265,0.0552275,1.0251021000322271,0.06333871979576552,970.7658941252416,0.8938265,0.0552275,0.01938,1.0251021000321683,0.0633387197957619,62.043834499999996,47.64824166246757,49.13484675109198,0.7180699582752028,60.978285435742734,0.14483976634639642,26.343457447394652,55.32,0.0,0.0,55.32,55.32
1000,2000,2000000,66.0040445,41.90419122405323,0,179,56.1868845,39.692734192590706,0,255,141.0471915,55.370323842852216,0,255,124.8977915,54.22648671933788,0,255,136.47699,57.313480548121476,0,255,120.664908,55.699109610042555,0,255,74766,3.7382999999999997,321704,815312,1048350,30.686698144703584,1252650,62.6325,737873,36.89365,1.092709392629485,1.1310412625259358,1.0350796554412658,27.391280500000022,0.04430113123048136,9.640526741499983,131.209405,55.34045654443026,-0.34907725148363594,-0.778343995503167,22.85395,3.273452009282692,0.524175,0.626325,0.160852,1.1948776649019888,0.30686698144703584,67.00284630028312,0.626325,0.160852,0.037383,1.1948776649018749,0.3068669814470065,15.812082000000004,74.81130854754619,13.71779081561525,0.3004334087424996,11.08408503045272,0.634873082066447,12.358702790910163,0.0,11.2291,20.1707,20.1707,31.3998
1000,2000,2000000,53.9434445,9.039775327706975,0,178,117.2397505,59.551912649366265,0,255,140.728599,56.12978457554597,0,255,101.0011765,55.06330935492205,0,255,140.5840155,56.11210113153632,0,255,88.4714525,56.280205552576355,0,255,26617,1.3308499999999999,75992,1847549,1874216,4.054602030929199,1905563,95.27815,1825510,91.2755,1.3919047305435053,1.5890325225653636,1.141624484868015,91.695402,0.16384629643863008,-16.623158521499995,122.7953985,55.24417120136928,-0.14826859028647474,-0.937969898870989,22.72475,3.2805776825543536,0.937108,0.9527815,0.037996,1.0167253934445122,0.04054602030929199,739.9190582075108,0.9527815,0.037996,0.0133085,1.016725393444458,0.04054602030928983,52.112562999999994,74.55030769162704,45.92962414821932,0.6802740976936039,62.09235840403254,0.1675787557642727,25.078696591646217,5.2698,8.5635,27.6667,32.9365,41.5
